"Order"	"Family"	"Genus"	"Species"	"Common names (Eng)"	"Red List status"	"genus-order"	"species-order"
"ANURA"	"ALLOPHRYNIDAE"	"Allophryne"	"ruthveni"	"Tukeit Hill Frog"	"LC"	0	0
"ANURA"	"ALSODIDAE"	"Alsodes"	"barrioi"	"Cabreria Spiny-chest Frog"	"VU"	1	4
"ANURA"	"ALSODIDAE"	"Alsodes"	"gargola"	"Tonchek Spiny-chest Frog"	"LC"	1	6
"ANURA"	"ALSODIDAE"	"Alsodes"	"montanus"	"Mountain Spiny-chest Frog"	"CR"	1	0
"ANURA"	"ALSODIDAE"	"Alsodes"	"nodosus"	"Black Spiny-chest Frog"	"NT"	1	5
"ANURA"	"ALSODIDAE"	"Alsodes"	"pehuenche"	"Pehuenche Spiny-chest Frog"	"CR"	1	1
"ANURA"	"ALSODIDAE"	"Alsodes"	"tumultuosus"		"CR"	1	2
"ANURA"	"ALSODIDAE"	"Alsodes"	"vanzolinii"	"Vanzolini's Spiny-chest Frog"	"CR"	1	3
"ANURA"	"ALSODIDAE"	"Eupsophus"	"calcaratus"	"Chiloe Island Ground Frog"	"LC"	2	7
"ANURA"	"ALSODIDAE"	"Eupsophus"	"contulmoensis"	"Contulmo Ground Frog"	"EN"	2	1
"ANURA"	"ALSODIDAE"	"Eupsophus"	"emiliopugini"	"Emilio's Ground Frog"	"LC"	2	8
"ANURA"	"ALSODIDAE"	"Eupsophus"	"insularis"	"Mocha Island Ground Frog"	"CR"	2	0
"ANURA"	"ALSODIDAE"	"Eupsophus"	"migueli"	"Miguel's Ground Frog"	"EN"	2	2
"ANURA"	"ALSODIDAE"	"Eupsophus"	"nahuelbutensis"	"Nahuelbuta Ground Frog"	"EN"	2	3
"ANURA"	"ALSODIDAE"	"Eupsophus"	"queulensis"		"VU"	2	4
"ANURA"	"ALSODIDAE"	"Eupsophus"	"roseus"	"Rosy Ground Frog"	"NT"	2	5
"ANURA"	"ALSODIDAE"	"Eupsophus"	"vertebralis"	"Valdivia Ground Frog"	"NT"	2	6
"ANURA"	"ALSODIDAE"	"Limnomedusa"	"macroglossa"	"Rapids Frog"	"LC"	3	0
"ANURA"	"ALYTIDAE"	"Alytes"	"cisternasii"	"Iberian Midwife Toad"	"NT"	4	2
"ANURA"	"ALYTIDAE"	"Alytes"	"dickhilleni"	"Betic Midwife Toad"	"VU"	4	0
"ANURA"	"ALYTIDAE"	"Alytes"	"maurus"		"NT"	4	3
"ANURA"	"ALYTIDAE"	"Alytes"	"muletensis"	"Mallorcan Midwife Toad"	"VU"	4	1
"ANURA"	"ALYTIDAE"	"Alytes"	"obstetricans"	"Common Midwife Toad"	"LC"	4	4
"ANURA"	"ALYTIDAE"	"Discoglossus"	"galganoi"	"Iberian Painted Frog"	"LC"	5	3
"ANURA"	"ALYTIDAE"	"Discoglossus"	"jeanneae"	"Spanish Painted Frog"	"NT"	5	1
"ANURA"	"ALYTIDAE"	"Discoglossus"	"montalentii"	"Corsican Painted Frog"	"NT"	5	2
"ANURA"	"ALYTIDAE"	"Discoglossus"	"nigriventer"	"Hula Painted Frog"	"CR"	5	0
"ANURA"	"ALYTIDAE"	"Discoglossus"	"pictus"	"Painted Frog"	"LC"	5	4
"ANURA"	"ALYTIDAE"	"Discoglossus"	"sardus"	"Tyrrhenian Painted Frog"	"LC"	5	5
"ANURA"	"ALYTIDAE"	"Discoglossus"	"scovazzi"		"LC"	5	6
"ANURA"	"AROMOBATIDAE"	"Allobates"	"algorei"	"Spotted nurse frog"	"LC"	6	11
"ANURA"	"AROMOBATIDAE"	"Allobates"	"brunneus"		"LC"	6	12
"ANURA"	"AROMOBATIDAE"	"Allobates"	"chalcopis"	"Martinique Volcano Frog"	"VU"	6	4
"ANURA"	"AROMOBATIDAE"	"Allobates"	"femoralis"		"LC"	6	13
"ANURA"	"AROMOBATIDAE"	"Allobates"	"granti"		"LC"	6	14
"ANURA"	"AROMOBATIDAE"	"Allobates"	"humilis"		"VU"	6	5
"ANURA"	"AROMOBATIDAE"	"Allobates"	"insperatus"		"LC"	6	15
"ANURA"	"AROMOBATIDAE"	"Allobates"	"juanii"		"CR"	6	0
"ANURA"	"AROMOBATIDAE"	"Allobates"	"kingsburyi"		"EN"	6	1
"ANURA"	"AROMOBATIDAE"	"Allobates"	"mandelorum"		"EN"	6	2
"ANURA"	"AROMOBATIDAE"	"Allobates"	"marchesianus"		"LC"	6	16
"ANURA"	"AROMOBATIDAE"	"Allobates"	"mcdiarmidi"		"NT"	6	9
"ANURA"	"AROMOBATIDAE"	"Allobates"	"myersi"		"LC"	6	17
"ANURA"	"AROMOBATIDAE"	"Allobates"	"niputidea"		"LC"	6	18
"ANURA"	"AROMOBATIDAE"	"Allobates"	"olfersioides"		"VU"	6	6
"ANURA"	"AROMOBATIDAE"	"Allobates"	"paleovarzensis"		"NT"	6	10
"ANURA"	"AROMOBATIDAE"	"Allobates"	"pittieri"		"LC"	6	19
"ANURA"	"AROMOBATIDAE"	"Allobates"	"ranoides"		"EN"	6	3
"ANURA"	"AROMOBATIDAE"	"Allobates"	"subfolionidificans"		"VU"	6	7
"ANURA"	"AROMOBATIDAE"	"Allobates"	"talamancae"		"LC"	6	20
"ANURA"	"AROMOBATIDAE"	"Allobates"	"trilineatus"		"LC"	6	21
"ANURA"	"AROMOBATIDAE"	"Allobates"	"wayuu"		"VU"	6	8
"ANURA"	"AROMOBATIDAE"	"Allobates"	"zaparo"	"Sanguine Poison Frog, Zaparo's Poison Frog"	"LC"	6	22
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"beebei"		"VU"	7	0
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"breweri"		"VU"	7	1
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"degranvillei"		"LC"	7	3
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"kaiei"		"LC"	7	4
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"murisipanensis"		"VU"	7	2
"ANURA"	"AROMOBATIDAE"	"Anomaloglossus"	"stepheni"		"LC"	7	5
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"alboguttatus"		"EN"	8	3
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"duranti"		"EN"	8	4
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"haydeeae"		"EN"	8	5
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"leopardalis"		"CR"	8	0
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"mayorgai"		"EN"	8	6
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"meridensis"		"CR"	8	1
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"molinarii"		"EN"	8	7
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"nocturnus"	"Skunk Frog"	"CR"	8	2
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"orostoma"		"EN"	8	8
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"saltuensis"		"EN"	8	9
"ANURA"	"AROMOBATIDAE"	"Aromobates"	"serranus"		"EN"	8	10
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"caquetio"		"CR"	9	0
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"collaris"		"EN"	9	4
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"cordilleriana"		"CR"	9	1
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"herminae"		"NT"	9	11
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"lamarcai"		"CR"	9	2
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"leonardoi"		"EN"	9	5
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"neblina"		"CR"	9	3
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"olmonae"	"Bloody Bay Poison Frog, Bloody Bay Stream Frog , Tobago Stream Frog"	"VU"	9	9
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"riveroi"		"EN"	9	6
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"trinitatis"	"Yellow-throated Frog"	"VU"	9	10
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"trujillensis"		"EN"	9	7
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"venezuelensis"		"NT"	9	12
"ANURA"	"AROMOBATIDAE"	"Mannophryne"	"yustizi"		"EN"	9	8
"ANURA"	"AROMOBATIDAE"	"Prostherapis"	"dunni"		"CR"	10	0
"ANURA"	"AROMOBATIDAE"	"Rheobates"	"palmatus"		"LC"	11	0
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"adelphus"		"LC"	12	14
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"adolfifriederici"	"Rugege Forest Squeaker Frog, Adolf Friedrich's Squeaker Frog"	"LC"	12	15
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"affinis"		"LC"	12	16
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"crusculum"	"Guinea Screeching Frog"	"EN"	12	3
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"fichika"	"Hidden Squeaker Frog"	"EN"	12	4
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"francei"		"EN"	12	5
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"kidogo"	"Tiny Squeaker Frog"	"CR"	12	0
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"krokosua"	"Krokosua Squeaking Frog"	"EN"	12	6
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"kutogundua"	"Overlooked Squeaker Frog"	"CR"	12	1
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"lameerei"		"LC"	12	17
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"nguruensis"		"VU"	12	9
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"nikeae"		"EN"	12	7
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"palava"	"Problem Squeaker Frog"	"LC"	12	18
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"perreti"	"Perret's Squeaker Frog"	"EN"	12	8
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"poecilonotus"		"LC"	12	19
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"pyrrhoscelis"		"NT"	12	12
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"reichei"		"NT"	12	13
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"schubotzi"	"Schubotz's Squeaker, Kivu Dwarf Litter Frog"	"LC"	12	20
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"stenodactylus"	"Common Squeaker, Shovel-footed Squeaker"	"LC"	12	21
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"sylvaticus"		"LC"	12	22
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"taeniatus"		"LC"	12	23
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"tanneri"		"VU"	12	10
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"troglodytes"	"Cave Squeaker"	"CR"	12	2
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"variabilis"		"LC"	12	24
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"wahlbergii"	"Bush Squeaker"	"LC"	12	25
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"xenochirus"	"Plain Squeaker"	"LC"	12	26
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"xenodactyloides"	"Dwarf Squeaker"	"LC"	12	27
"ANURA"	"ARTHROLEPTIDAE"	"Arthroleptis"	"xenodactylus"		"VU"	12	11
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"batesi"		"LC"	13	9
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"diadematus"		"VU"	13	6
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"fallax"		"EN"	13	1
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"laurenti"		"EN"	13	2
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"montanus"		"NT"	13	8
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"nganhanus"		"CR"	13	0
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"occidentalis"		"LC"	13	10
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"perreti"		"EN"	13	3
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"ranoides"		"EN"	13	4
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"rheophilus"		"VU"	13	7
"ANURA"	"ARTHROLEPTIDAE"	"Astylosternus"	"schioetzi"		"EN"	13	5
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"alsco"		"CR"	14	0
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"aureoli"	"Freetown Long-fingered Frog"	"EN"	14	2
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"elegans"		"LC"	14	9
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"escalerae"		"LC"	14	10
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"gracilis"		"LC"	14	11
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"gratiosa"		"LC"	14	12
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"leucomystax"		"LC"	14	13
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"melanogaster"		"EN"	14	3
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"nigromaculata"		"NT"	14	8
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"oreas"		"EN"	14	4
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"pulchra"		"EN"	14	5
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"schioetzi"		"EN"	14	6
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"trifasciata"		"CR"	14	1
"ANURA"	"ARTHROLEPTIDAE"	"Cardioglossa"	"venusta"		"EN"	14	7
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"albiventris"		"VU"	15	7
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"axillaris"		"CR"	15	0
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"bicolor"		"VU"	15	8
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"boulengeri"		"VU"	15	9
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"bueanus"		"VU"	15	10
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"erythrogaster"		"CR"	15	1
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"mertensi"	"Mertens' Egg Frog"	"EN"	15	2
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"ornatus"		"EN"	15	3
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"ovatus"		"NT"	15	13
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"perreti"		"EN"	15	4
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"polyacanthus"		"VU"	15	11
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"stevarti"		"EN"	15	5
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"ventrimarmoratus"		"VU"	15	12
"ANURA"	"ARTHROLEPTIDAE"	"Leptodactylodon"	"wildi"		"EN"	15	6
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"anchietae"		"LC"	16	14
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"argenteus"		"LC"	16	15
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"aubryi"		"LC"	16	16
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"barbouri"		"VU"	16	5
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"bocagii"		"LC"	16	17
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"boulengeri"		"LC"	16	18
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"brevirostris"		"LC"	16	19
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"broadleyi"		"LC"	16	20
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"bufonides"		"LC"	16	21
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"calcaratus"		"LC"	16	22
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"christyi"		"LC"	16	23
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"concolor"		"LC"	16	24
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"cynnamomeus"		"LC"	16	25
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"flavomaculatus"		"LC"	16	26
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"gramineus"	"Badditu Forest Treefrog, Ethiopian Burrowing Tree Frog"	"LC"	16	27
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"karissimbensis"		"EN"	16	0
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"kivuensis"		"NT"	16	10
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"macrotis"	"Big-eyed Forest Treefrog"	"NT"	16	11
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"millsoni"		"LC"	16	28
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"modestus"		"LC"	16	29
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"mossambicus"		"LC"	16	30
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"natalensis"		"LC"	16	31
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"nordequatorialis"		"LC"	16	32
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"notatus"		"LC"	16	33
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"occidentalis"		"NT"	16	12
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"ocellatus"		"LC"	16	34
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"omissus"		"LC"	16	35
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"oryi"		"LC"	16	36
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"palmatus"		"VU"	16	6
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"parbocagii"		"LC"	16	37
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"parkeri"		"EN"	16	1
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"ragazzii"	"Shoa Forest Treefrog, Ragazzi's Tree Frog"	"VU"	16	7
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"rufus"		"LC"	16	38
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"spiritusnoctis"		"LC"	16	39
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"susanae"	"Susana's Forest Treefrog, Susan's Tree Frog"	"EN"	16	2
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"uluguruensis"		"EN"	16	3
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"vannutellii"	"Dime Forest Treefrog, Vannutelli's Tree Frog"	"LC"	16	40
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"vermiculatus"		"VU"	16	8
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"viridis"		"LC"	16	41
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"xenodactylus"		"EN"	16	4
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"yaldeni"	"Yalden's Tree Frog"	"VU"	16	9
"ANURA"	"ARTHROLEPTIDAE"	"Leptopelis"	"zebra"		"NT"	16	13
"ANURA"	"ARTHROLEPTIDAE"	"Nyctibates"	"corrugatus"		"LC"	17	0
"ANURA"	"ARTHROLEPTIDAE"	"Scotobleps"	"gabonicus"		"LC"	18	0
"ANURA"	"ARTHROLEPTIDAE"	"Trichobatrachus"	"robustus"	"Hairy Frog"	"LC"	19	0
"ANURA"	"ASCAPHIDAE"	"Ascaphus"	"montanus"	"Rocky Mountain Tailed Frog, Inland Tailed Frog"	"LC"	20	0
"ANURA"	"ASCAPHIDAE"	"Ascaphus"	"truei"	"American Discoglossoid Toad, Bell's Toad, American Ribbed Toad, American Bell Toad, Coastal Tailed Frog, Pacific Tailed Frog, Tailed Frog"	"LC"	20	1
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"jeinimenensis"		"NT"	21	6
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"nitoi"	"Rio Negro Frog"	"VU"	21	3
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"patagonicus"	"Patagonia Frog"	"EN"	21	0
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"praebasalticus"	"Zapala Frog"	"EN"	21	1
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"reverberii"	"Laguna Raimunda Frog"	"EN"	21	2
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"salai"	"Portezuelo Frog"	"VU"	21	4
"ANURA"	"BATRACHYLIDAE"	"Atelognathus"	"solitarius"	"Las Bayas Frog"	"VU"	21	5
"ANURA"	"BATRACHYLIDAE"	"Batrachyla"	"antartandica"	"Marbled Wood Frog"	"LC"	22	1
"ANURA"	"BATRACHYLIDAE"	"Batrachyla"	"fitzroya"		"VU"	22	0
"ANURA"	"BATRACHYLIDAE"	"Batrachyla"	"leptopus"	"Grey Wood Frog, Gray Wood Frog"	"LC"	22	2
"ANURA"	"BATRACHYLIDAE"	"Batrachyla"	"taeniata"	"Banded Wood Frog"	"LC"	22	3
"ANURA"	"BATRACHYLIDAE"	"Hylorina"	"sylvatica"	"Emerald Forest Frog"	"LC"	23	0
"ANURA"	"BOMBINATORIDAE"	"Barbourula"	"busuangensis"	"Philippine Flat-headed Frog"	"VU"	24	1
"ANURA"	"BOMBINATORIDAE"	"Barbourula"	"kalimantanensis"	"Bornean Flat-headed Frog"	"EN"	24	0
"ANURA"	"BOMBINATORIDAE"	"Bombina"	"bombina"	"Fire-bellied Toad"	"LC"	25	2
"ANURA"	"BOMBINATORIDAE"	"Bombina"	"lichuanensis"	"Lichuan Bell Toad"	"VU"	25	1
"ANURA"	"BOMBINATORIDAE"	"Bombina"	"orientalis"	"Oriental Bell Toad, Oriental Fire-bellied Toad"	"LC"	25	3
"ANURA"	"BOMBINATORIDAE"	"Bombina"	"pachypus"	"Appenine Yellow-bellied Toad"	"EN"	25	0
"ANURA"	"BOMBINATORIDAE"	"Bombina"	"variegata"	"Yellow-bellied Toad"	"LC"	25	4
"ANURA"	"BRACHYCEPHALIDAE"	"Brachycephalus"	"didactylus"	"Flea-frog"	"LC"	26	0
"ANURA"	"BRACHYCEPHALIDAE"	"Brachycephalus"	"ephippium"	"Pumpkin Toadlet"	"LC"	26	1
"ANURA"	"BRACHYCEPHALIDAE"	"Brachycephalus"	"hermogenesi"	"Flea-frog"	"LC"	26	2
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"bilineata"		"LC"	27	3
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"bolbodactyla"		"LC"	27	4
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"epipeda"		"NT"	27	0
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"gualteri"		"LC"	27	5
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"guentheri"		"LC"	27	6
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"henselii"		"LC"	27	7
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"hoehnei"		"LC"	27	8
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"juipoca"		"LC"	27	9
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"lactea"		"LC"	27	10
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"manezinho"		"NT"	27	1
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"nasuta"		"LC"	27	11
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"octavioi"		"LC"	27	12
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"oea"		"NT"	27	2
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"parva"		"LC"	27	13
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"paulodutrai"		"LC"	27	14
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"ramagii"		"LC"	27	15
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"venancioi"		"LC"	27	16
"ANURA"	"BRACHYCEPHALIDAE"	"Ischnocnema"	"vinhai"		"LC"	27	17
"ANURA"	"BREVICIPITIDAE"	"Balebreviceps"	"hillmani"	"Bale Mountains Treefrog, Ethiopian Short-headed Frog"	"CR"	28	0
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"acutirostris"	"Common Rain Frog, Strawberry Rain Frog"	"LC"	29	4
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"adspersus"	"Common Rain Frog"	"LC"	29	5
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"bagginsi"		"VU"	29	1
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"fichus"		"LC"	29	6
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"fuscus"	"Black Rain Frog"	"LC"	29	7
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"gibbosus"	"Giant Rain Frog"	"NT"	29	3
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"macrops"	"Desert Rain Frog"	"VU"	29	2
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"montanus"	"Mountain Rain Frog"	"LC"	29	8
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"mossambicus"	"Mozambique Rain Frog"	"LC"	29	9
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"namaquensis"	"Namaqua Rain Frog"	"LC"	29	10
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"poweri"	"Power's Rain Frog"	"LC"	29	11
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"rosei"	"Rose's Rain Frog"	"LC"	29	12
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"sopranus"	"Whistling Rain Frog"	"LC"	29	13
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"sylvestris"	"Forest Rain Frog"	"EN"	29	0
"ANURA"	"BREVICIPITIDAE"	"Breviceps"	"verrucosus"	"Plaintive Rain Frog, Rough Rain Frog"	"LC"	29	14
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"hanseni"		"CR"	30	0
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"kanga"		"CR"	30	1
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"kisiwamsitu"		"EN"	30	6
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"kreffti"	"Krefft's Warty Frog"	"LC"	30	7
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"laphami"		"CR"	30	2
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"meteora"		"CR"	30	3
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"shengena"		"CR"	30	4
"ANURA"	"BREVICIPITIDAE"	"Callulina"	"stanleyi"		"CR"	30	5
"ANURA"	"BREVICIPITIDAE"	"Probreviceps"	"durirostris"		"EN"	31	0
