"Order"	"Family"	"Genus"	"Species"	"Common names (Eng)"	"Red List status"	"genus-order"	"species-order"
"CROCODYLIA"	"ALLIGATORIDAE"	"Alligator"	"mississippiensis"	"American Alligator, Mississippi Alligator"	"LR/lc"	0	1
"CROCODYLIA"	"ALLIGATORIDAE"	"Alligator"	"sinensis"	"Chinese Alligator, China Alligator"	"CR"	0	0
"CROCODYLIA"	"ALLIGATORIDAE"	"Caiman"	"crocodilus"	"Common Caiman, Spectacled Caiman"	"LR/lc"	1	0
"CROCODYLIA"	"ALLIGATORIDAE"	"Caiman"	"latirostris"	"Broad-snouted Caiman"	"LR/lc"	1	1
"CROCODYLIA"	"ALLIGATORIDAE"	"Caiman"	"yacare"	"Yacaré"	"LR/lc"	1	2
"CROCODYLIA"	"ALLIGATORIDAE"	"Melanosuchus"	"niger"	"Black Caiman"	"LR/cd"	2	0
"CROCODYLIA"	"ALLIGATORIDAE"	"Paleosuchus"	"palpebrosus"	"Dwarf Caiman, Cuvier's Smooth-fronted Caiman"	"LR/lc"	3	0
"CROCODYLIA"	"ALLIGATORIDAE"	"Paleosuchus"	"trigonatus"	"Smooth-fronted Caiman, Schneider's Smooth-fronted Caiman"	"LR/lc"	3	1
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"acutus"	"American Crocodile"	"VU"	4	4
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"intermedius"	"Orinoco Crocodile"	"CR"	4	0
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"johnsoni"	"Australian Freshwater Crocodile, Johnson's Crocodile, Freshie, Johnstone's Crocodile, Johnston's Crocodile"	"LR/lc"	4	6
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"mindorensis"	"Philippines Crocodile"	"CR"	4	1
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"moreletii"	"Morelet's Crocodile, Belize Crocodile"	"LC"	4	7
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"niloticus"	"Nile Crocodile"	"LR/lc"	4	8
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"novaeguineae"	"New Guinea Crocodile"	"LR/lc"	4	9
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"palustris"	"Mugger, Muggar, Broad-snouted Crocodile, Marsh Crocodile"	"VU"	4	5
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"porosus"	"Salt-water Crocodile, Estuarine Crocodile"	"LR/lc"	4	10
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"rhombifer"	"Cuban Crocodile"	"CR"	4	2
"CROCODYLIA"	"CROCODYLIDAE"	"Crocodylus"	"siamensis"	"Siamese Crocodile"	"CR"	4	3
"CROCODYLIA"	"CROCODYLIDAE"	"Osteolaemus"	"tetraspis"	"African Dwarf Crocodile, West African Dwarf Crocodile"	"VU"	5	0
"CROCODYLIA"	"CROCODYLIDAE"	"Tomistoma"	"schlegelii"	"False Gharial, Tomistoma, Sunda Gharial, Malayan Gharial"	"EN"	6	0
"CROCODYLIA"	"GAVIALIDAE"	"Gavialis"	"gangeticus"	"Gharial, Indian Gharial, Fish-eating Crocodile, Indian Gavial, Gavial, Long-nosed Crocodile"	"CR"	7	0
"RHYNCHOCEPHALIA"	"SPHENODONTIDAE"	"Sphenodon"	"guntheri"	"Brothers Island Tuatara"	"VU"	8	0
"RHYNCHOCEPHALIA"	"SPHENODONTIDAE"	"Sphenodon"	"punctatus"	"Beak-head, Cook Strait Tuatara, Sphenodon, Tuatara"	"LR/lc"	8	1
"SQUAMATA"	"ACROCHORDIDAE"	"Acrochordus"	"arafurae"	"Arafura File Snake, Filesnake"	"LC"	9	0
"SQUAMATA"	"ACROCHORDIDAE"	"Acrochordus"	"granulatus"	"Wart Snake, Marine File Snake, Little Wartsnake, Small Warty Snake, Little Filesnake"	"LC"	9	1
"SQUAMATA"	"ACROCHORDIDAE"	"Acrochordus"	"javanicus"	"Elephant Trunk Snake, Javan File Snake, Elephant's Trunk Snake, Javan Wart Snake"	"LC"	9	2
"SQUAMATA"	"AGAMIDAE"	"Acanthocercus"	"adramitanus"	"Anderson's Rock Agama"	"LC"	10	0
"SQUAMATA"	"AGAMIDAE"	"Acanthocercus"	"annectens"	"Eritrean Rock Agama, Eritrean Ridgeback Agama"	"LC"	10	1
"SQUAMATA"	"AGAMIDAE"	"Acanthocercus"	"atricollis"	"Black-necked Agama, Blue-throated Agama, Blue-headed Tree Agama, Southern Tree Agama"	"LC"	10	2
"SQUAMATA"	"AGAMIDAE"	"Acanthocercus"	"cyanogaster"	"Black-necked Tree Agama, Blue-bellied Ridgeback Agama"	"LC"	10	3
"SQUAMATA"	"AGAMIDAE"	"Acanthocercus"	"yemensis"		"LC"	10	4
"SQUAMATA"	"AGAMIDAE"	"Acanthosaura"	"lepidogaster"	"Brown Pricklenape, Scale-bellied Tree Lizard"	"LC"	11	0
"SQUAMATA"	"AGAMIDAE"	"Agama"	"africana"		"LC"	12	0
"SQUAMATA"	"AGAMIDAE"	"Agama"	"boensis"		"LC"	12	1
"SQUAMATA"	"AGAMIDAE"	"Agama"	"boueti"	"Bouet's Agama, Mali Agama"	"LC"	12	2
"SQUAMATA"	"AGAMIDAE"	"Agama"	"boulengeri"	"Boulenger's Agama"	"LC"	12	3
"SQUAMATA"	"AGAMIDAE"	"Agama"	"cristata"	"Insular Agama"	"LC"	12	4
"SQUAMATA"	"AGAMIDAE"	"Agama"	"hispida"	"Common Spiny Agama, Southern Spiny Agama"	"LC"	12	5
"SQUAMATA"	"AGAMIDAE"	"Agama"	"impalearis"	"Bibron's Agama"	"LC"	12	6
"SQUAMATA"	"AGAMIDAE"	"Agama"	"insularis"	"Insular Agama"	"LC"	12	7
"SQUAMATA"	"AGAMIDAE"	"Agama"	"mwanzae"	"Mwanza Flat-headed Rock Agama"	"LC"	12	8
"SQUAMATA"	"AGAMIDAE"	"Agama"	"parafricana"		"LC"	12	9
"SQUAMATA"	"AGAMIDAE"	"Agama"	"spinosa"	"Spiny Agama"	"LC"	12	10
"SQUAMATA"	"AGAMIDAE"	"Agama"	"tassiliensis"		"LC"	12	11
"SQUAMATA"	"AGAMIDAE"	"Agama"	"weidholzi"	"Gambia Agama"	"LC"	12	12
"SQUAMATA"	"AGAMIDAE"	"Amphibolurus"	"norrisi"	"Mallee Heath Lashtail"	"LC"	13	0
"SQUAMATA"	"AGAMIDAE"	"Aphaniotis"	"fusca"	"Dusky Earless Agama"	"LC"	14	0
"SQUAMATA"	"AGAMIDAE"	"Bronchocela"	"jubata"	"Great Crested Canopy Lizard, Green Crested Lizard, Maned Forest Lizard"	"LC"	15	1
"SQUAMATA"	"AGAMIDAE"	"Bronchocela"	"smaragdina"	"Gunther's Bloodsucker"	"VU"	15	0
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"chincollium"		"LC"	16	1
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"ellioti"	"Elliot's Forest Lizard"	"LC"	16	2
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"grandisquamis"	"Large-scaled Forest Lizard, Large Scaled Calotes, Big Scaled Variable Lizard"	"LC"	16	3
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"liocephalus"	"Spineless Forest Lizard"	"EN"	16	0
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"nemoricola"	"Nilgiri Forest Lizard"	"LC"	16	4
"SQUAMATA"	"AGAMIDAE"	"Calotes"	"rouxii"	"Roux's Forest Calotes, Roux's Forest Lizard"	"LC"	16	5
"SQUAMATA"	"AGAMIDAE"	"Ceratophora"	"aspera"	"Rough Nose Horned Lizard, Sri-lanka Horned Agama"	"VU"	17	1
"SQUAMATA"	"AGAMIDAE"	"Ceratophora"	"tennentii"	"Leaf-nosed Lizard, Tennent's Leaf-nosed Lizard"	"EN"	17	0
"SQUAMATA"	"AGAMIDAE"	"Chlamydosaurus"	"kingii"	"Frilled Lizard"	"LC"	18	0
"SQUAMATA"	"AGAMIDAE"	"Cophotis"	"dumbara"		"CR"	19	0
"SQUAMATA"	"AGAMIDAE"	"Ctenophorus"	"maculosus"	"Lake Eyre Dragon"	"LC"	20	1
"SQUAMATA"	"AGAMIDAE"	"Ctenophorus"	"nuchalis"	"Central Netted Dragon"	"LC"	20	2
"SQUAMATA"	"AGAMIDAE"	"Ctenophorus"	"ornatus"	"Ornate Crevice-dragon"	"LC"	20	3
"SQUAMATA"	"AGAMIDAE"	"Ctenophorus"	"tjantjalka"	"Ochre Dragon"	"LC"	20	4
"SQUAMATA"	"AGAMIDAE"	"Ctenophorus"	"yinnietharra"	"Yinnietharra Rock Dragon"	"VU"	20	0
"SQUAMATA"	"AGAMIDAE"	"Diporiphora"	"albilabris"	"White-lipped Two-line Dragon"	"LC"	21	0
"SQUAMATA"	"AGAMIDAE"	"Diporiphora"	"lalliae"	"Lally's Two-line Dragon"	"LC"	21	1
"SQUAMATA"	"AGAMIDAE"	"Diporiphora"	"linga"	"Pink Two-line Dragon"	"LC"	21	2
"SQUAMATA"	"AGAMIDAE"	"Draco"	"bimaculatus"	"Two-spotted Flying Lizard"	"LC"	22	1
"SQUAMATA"	"AGAMIDAE"	"Draco"	"cyanopterus"		"LC"	22	2
"SQUAMATA"	"AGAMIDAE"	"Draco"	"dussumieri"	"Southern Flying Lizard"	"LC"	22	3
"SQUAMATA"	"AGAMIDAE"	"Draco"	"guentheri"		"LC"	22	4
"SQUAMATA"	"AGAMIDAE"	"Draco"	"haematopogon"	"Red-barbed Flying Dragon, Red Bearded Flying Lizard"	"LC"	22	5
"SQUAMATA"	"AGAMIDAE"	"Draco"	"jareckii"		"LC"	22	6
"SQUAMATA"	"AGAMIDAE"	"Draco"	"lineatus"	"Lined Flying Dragon"	"LC"	22	7
"SQUAMATA"	"AGAMIDAE"	"Draco"	"maculatus"	"Asian Gliding Lizard, Orange-winged Flying Lizard, Spotted Flying Dragon, Spotted Gliding Lizard"	"LC"	22	8
"SQUAMATA"	"AGAMIDAE"	"Draco"	"mindanensis"		"VU"	22	0
"SQUAMATA"	"AGAMIDAE"	"Draco"	"ornatus"	"White Spotted Flying Lizard"	"LC"	22	9
"SQUAMATA"	"AGAMIDAE"	"Draco"	"quadrasi"	"Quadras' Flying Lizard"	"LC"	22	10
"SQUAMATA"	"AGAMIDAE"	"Draco"	"reticulatus"		"LC"	22	11
"SQUAMATA"	"AGAMIDAE"	"Draco"	"taeniopterus"	"Barred Flying Dragon, Thai Flying Dragon"	"LC"	22	12
"SQUAMATA"	"AGAMIDAE"	"Gonocephalus"	"grandis"	"Giant Forest Dragon, Great Anglehead Lizard, Malayan Crested Lizard"	"LC"	23	0
"SQUAMATA"	"AGAMIDAE"	"Hydrosaurus"	"pustulatus"	"Crested Lizard, Sail-fin Lizard, Sailfin Water Lizard, Soa-soa Water Lizard"	"VU"	24	0
"SQUAMATA"	"AGAMIDAE"	"Hypsilurus"	"binotatus"	"Two-marked Forest Dragon"	"LC"	25	1
"SQUAMATA"	"AGAMIDAE"	"Hypsilurus"	"longi"		"LC"	25	2
"SQUAMATA"	"AGAMIDAE"	"Hypsilurus"	"macrolepis"	"Solomons Tree Dragon"	"NT"	25	0
"SQUAMATA"	"AGAMIDAE"	"Hypsilurus"	"schoedei"	"Vogt's Forest Dragon"	"LC"	25	3
"SQUAMATA"	"AGAMIDAE"	"Japalura"	"fasciata"	"Banded Japalure"	"LC"	26	0
"SQUAMATA"	"AGAMIDAE"	"Japalura"	"flaviceps"		"LC"	26	1
"SQUAMATA"	"AGAMIDAE"	"Japalura"	"tricarinata"	"Cloud-forest Japalure, Sikkimese Mountain Lizard, Three-keeled Forest Agama, Three Keeled Mountain Lizard"	"LC"	26	2
"SQUAMATA"	"AGAMIDAE"	"Japalura"	"variegata"	"East Himalayan Mountain Lizard, Variegated Japalure, Variegated Mountain Forest Agama"	"LC"	26	3
"SQUAMATA"	"AGAMIDAE"	"Lophognathus"	"gilberti"	"Gilbert's Dragon, Gilbert's Lashtail"	"LC"	27	0
"SQUAMATA"	"AGAMIDAE"	"Lyriocephalus"	"scutatus"	"Hump Snout Lizard, Lyre Head Lizard"	"NT"	28	0
"SQUAMATA"	"AGAMIDAE"	"Otocryptis"	"beddomii"	"Indian Kangaroo Lizard, Western Ghats Kangaroo Lizard"	"EN"	29	0
"SQUAMATA"	"AGAMIDAE"	"Paralaudakia"	"erythrogaster"	"Redbelly Agama, Khorasan Agama"	"LC"	30	0
"SQUAMATA"	"AGAMIDAE"	"Paralaudakia"	"lehmanni"	"Turkestan Rock Agama"	"LC"	30	1
"SQUAMATA"	"AGAMIDAE"	"Paralaudakia"	"microlepis"	"Small-scaled Rock Agama"	"LC"	30	2
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"arabicus"	"Arabian Toad-headed Agama"	"LC"	31	4
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"axillaris"		"LC"	31	5
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"golubewii"		"CR"	31	0
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"helioscopus"	"Sunwatcher"	"LC"	31	6
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"horvathi"		"CR"	31	1
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"luteoguttatus"	"Yellow-speckled Toad Agama"	"LC"	31	7
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"melanurus"	"Saissan Toad-headed Agama"	"LC"	31	8
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"ornatus"	"Striped Toad Agama"	"LC"	31	9
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"persicus"	"Persian Toad Agame"	"VU"	31	2
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"przewalskii"	"Przewalski's Toadhead Agama"	"LC"	31	10
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"strauchi"	"Strauch's Toad Agama"	"VU"	31	3
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"theobaldi"	"Theobald's Toad-headed Agama"	"LC"	31	11
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"versicolor"		"LC"	31	12
"SQUAMATA"	"AGAMIDAE"	"Phrynocephalus"	"vlangalii"		"LC"	31	13
"SQUAMATA"	"AGAMIDAE"	"Pogona"	"barbata"	"Eastern Bearded Dragon, Jew Lizard"	"LC"	32	0
"SQUAMATA"	"AGAMIDAE"	"Psammophilus"	"blanfordanus"	"Blanford's Rock Agama"	"LC"	33	0
"SQUAMATA"	"AGAMIDAE"	"Psammophilus"	"dorsalis"	"South Indian Rock Agama, Saxicolus Lizard, Rock Lizard, Rock Dragon"	"LC"	33	1
"SQUAMATA"	"AGAMIDAE"	"Pseudocalotes"	"brevipes"	"Vietnam False Bloodsucker"	"LC"	34	0
"SQUAMATA"	"AGAMIDAE"	"Rankinia"	"diemensis"	"Mountain Dragon, Mountain Heath Dragon"	"LC"	35	0
"SQUAMATA"	"AGAMIDAE"	"Saara"	"loricata"	"Iraqi Mastigure, Iraqi Spiny-tailed Lizard, Mesopotamian Spiny-tailed Lizard"	"LC"	36	0
"SQUAMATA"	"AGAMIDAE"	"Salea"	"anamallayana"	"Anaimalai Spiny Lizard"	"LC"	37	0
"SQUAMATA"	"AGAMIDAE"	"Salea"	"horsfieldii"	"Horsfield's Spiny Lizard, Nilgiri Salea"	"LC"	37	1
"SQUAMATA"	"AGAMIDAE"	"Sitana"	"ponticeriana"	"Fan Throated Lizard"	"LC"	38	0
"SQUAMATA"	"AGAMIDAE"	"Stellagama"	"stellio"	"Starred Agama"	"LC"	39	0
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"agnetae"		"LC"	40	1
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"boehmei"		"LC"	40	2
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"flavimaculatus"		"LC"	40	3
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"lessonae"		"LC"	40	4
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"ruderatus"	"Horny-scaled Agama, Oliver's Agama, Anderson's Agama, Baluch Ground Agama, Persia Agama"	"LC"	40	5
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"savignii"	"Savigny's Agama"	"VU"	40	0
"SQUAMATA"	"AGAMIDAE"	"Trapelus"	"tournevillei"	"Erg Agama, Sahara Agama"	"LC"	40	6
"SQUAMATA"	"AGAMIDAE"	"Tympanocryptis"	"pinguicolla"	"Grassland Earless Dragon, South-eastern Lined Earless Dragon"	"VU"	41	0
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"aegyptia"	"Egyptian Mastigure, Egyptian Spiny-tailed Lizard"	"VU"	42	0
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"alfredschmidti"	"Schmidt's Mastigure, Schmidt's Spiny-tailed Lizard"	"NT"	42	2
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"benti"	"Yemeni Spiny-tailed Lizard, Bent's Mastigure"	"LC"	42	5
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"ocellata"	"Eyed Dabb Lizard, Ocellated Spinytail"	"LC"	42	6
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"ornata"	"Ornate Mastigure"	"LC"	42	7
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"shobraki"		"NT"	42	3
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"thomasi"	"Omani Spiny-tailed Lizard, Thomas' Mastigure"	"VU"	42	1
"SQUAMATA"	"AGAMIDAE"	"Uromastyx"	"yemenensis"	"South Arabian Spiny-tailed Lizard"	"NT"	42	4
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"alba"	"Red Worm Lizard"	"LC"	43	2
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"hyporissor"	"Puerto Rican Dusky Amphisbaena "	"NT"	43	0
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"polystegum"	"Bahia Worm Lizard"	"LC"	43	3
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"pretrei"	"Rio Grande Worm Lizard"	"LC"	43	4
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"ridleyi"	"Ridley's Worm Lizard"	"LC"	43	5
"SQUAMATA"	"AMPHISBAENIDAE"	"Amphisbaena"	"schmidti"	"Puerto Rican Dusky Amphisbaena, Tiburon Stout Anole "	"NT"	43	1
"SQUAMATA"	"AMPHISBAENIDAE"	"Blanus"	"cinereus"	"Iberian Worm Lizard"	"LC"	44	0
"SQUAMATA"	"AMPHISBAENIDAE"	"Blanus"	"mettetali"	"Moroccan Worm Lizard"	"LC"	44	1
"SQUAMATA"	"AMPHISBAENIDAE"	"Blanus"	"strauchi"	"Anatolian Worm Lizard"	"LC"	44	2
"SQUAMATA"	"AMPHISBAENIDAE"	"Blanus"	"tingitanus"		"LC"	44	3
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"bifrontalis"	"French Congo Worm Lizard, Omboué Worm Lizard"	"LC"	45	5
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"feae"	"Ugly Worm Lizard, Fea's Worm Lizard"	"LC"	45	6
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"gansi"		"CR"	45	0
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"kigomensis"		"CR"	45	1
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"leonina"	"Los Archipelago Worm Lizard"	"VU"	45	3
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"liberiensis"	"Liberia Worm Lizard"	"LC"	45	7
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"nigeriensis"		"VU"	45	4
"SQUAMATA"	"AMPHISBAENIDAE"	"Cynisca"	"oligopholis"	"Cassine River Worm Lizard"	"EN"	45	2
"SQUAMATA"	"AMPHISBAENIDAE"	"Loveridgea"	"ionidesii"	"Liwale Round-snouted Worm Lizard"	"LC"	46	0
"SQUAMATA"	"AMPHISBAENIDAE"	"Monopeltis"	"anchietae"	"Angolan Spade-snouted Worm Lizard"	"LC"	47	0
"SQUAMATA"	"AMPHISBAENIDAE"	"Zygaspis"	"nigra"		"LC"	48	0
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"aurita"	"Cope's Arboreal Alligator Lizard "	"EN"	49	2
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"campbelli"	"Campbell's Alligator Lizard"	"CR"	49	0
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"chiszari"	"Chiszar's Arboreal Alligator Lizard"	"EN"	49	3
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"deppii"		"EN"	49	4
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"frosti"	"Frost's Arboreal Alligator Lizard"	"CR"	49	1
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"fuscolabialis"	"Mount Zempoaltepec Alligator Lizard"	"EN"	49	5
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"graminea"	"Terrestrial Arboreal Alligator Lizard"	"EN"	49	6
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"lythrochila"	"Red-lipped Arboreal Alligator Lizard"	"LC"	49	16
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"martindelcampoi"		"EN"	49	7
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"matudai"	"Matuda's Arboreal Alligator Lizard"	"EN"	49	8
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"meledona"		"EN"	49	9
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"mixteca"	"Mixtecan Arboreal Alligator Lizard"	"VU"	49	12
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"montecristoi"	"MonteCristo Arboreal Alligator Lizard"	"EN"	49	10
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"oaxacae"	"Oaxaca Arboreal Alligator Lizard"	"VU"	49	13
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"salvadorensis"	"Salvador Arboreal Alligator Lizard"	"EN"	49	11
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"smithi"	"Smith's Arboreal Alligator Lizard"	"LC"	49	17
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"taeniata"	"Bromeliad Arboreal Alligator Lizard"	"VU"	49	14
"SQUAMATA"	"ANGUIDAE"	"Abronia"	"vasconcelosii"		"VU"	49	15
"SQUAMATA"	"ANGUIDAE"	"Anguis"	"cephalonnica"	"Peloponnese Slow Worm"	"NT"	50	0
"SQUAMATA"	"ANGUIDAE"	"Barisia"	"herrerae"		"EN"	51	0
"SQUAMATA"	"ANGUIDAE"	"Barisia"	"imbricata"		"LC"	51	2
"SQUAMATA"	"ANGUIDAE"	"Barisia"	"rudicollis"		"EN"	51	1
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"anelpistus"	"Giant Hispaniolan Galliwasp"	"CR"	52	0
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"bivittatus"		"EN"	52	2
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"crusculus"	"Jamaican Galliwasp, Garman's Galliwasp"	"LC"	52	6
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"curtissi"	"Hispaniolan Khaki Galliwasp , Curtis' Galliwasp"	"VU"	52	3
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"cyanochloris"		"LC"	52	7
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"enneagrammus"	"Huaxteca Lesser Galliwasp"	"LC"	52	8
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"hylaius"		"NT"	52	4
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"legnotus"		"LC"	52	9
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"rozellae"	"Rozella's Lesser Galliwasp"	"LC"	52	10
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"scansorius"		"NT"	52	5
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"sepsoides"	"Hispaniolan Four-toed Galliwasp "	"LC"	52	11
"SQUAMATA"	"ANGUIDAE"	"Celestus"	"warreni"	"Giant Hispaniolan Galliwasp"	"CR"	52	1
"SQUAMATA"	"ANGUIDAE"	"Diploglossus"	"bilobatus"	"O'Shaughnessy's Galliwasp"	"LC"	53	1
"SQUAMATA"	"ANGUIDAE"	"Diploglossus"	"lessonae"	"Brazilian Galliwasp"	"LC"	53	2
"SQUAMATA"	"ANGUIDAE"	"Diploglossus"	"montisserrati"	"Montserrat Galliwasp"	"CR"	53	0
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"cedroensis"		"LC"	54	1
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"coerulea"	"Northern Alligator Lizard"	"LC"	54	2
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"kingii"	"Madrean Alligator Lizard"	"LC"	54	3
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"multicarinata"	"Southern Alligator Lizard"	"LC"	54	4
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"nana"	"Los Coronados Alligator Lizard"	"LC"	54	5
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"panamintina"	"Panamint Alligator Lizard"	"VU"	54	0
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"paucicarinata"		"LC"	54	6
"SQUAMATA"	"ANGUIDAE"	"Elgaria"	"velazquezi"		"LC"	54	7
"SQUAMATA"	"ANGUIDAE"	"Gerrhonotus"	"infernalis"	"Texas Alligator Lizard"	"LC"	55	1
"SQUAMATA"	"ANGUIDAE"	"Gerrhonotus"	"liocephalus"		"LC"	55	2
"SQUAMATA"	"ANGUIDAE"	"Gerrhonotus"	"lugoi"		"LC"	55	3
"SQUAMATA"	"ANGUIDAE"	"Gerrhonotus"	"ophiurus"		"LC"	55	4
"SQUAMATA"	"ANGUIDAE"	"Gerrhonotus"	"parvus"		"EN"	55	0
"SQUAMATA"	"ANGUIDAE"	"Hyalosaurus"	"koellikeri"	"Koelliker's Glass Lizard, Moroccan Glass Lizard"	"LC"	56	0
"SQUAMATA"	"ANGUIDAE"	"Mesaspis"	"gadovii"		"LC"	57	1
"SQUAMATA"	"ANGUIDAE"	"Mesaspis"	"juarezi"		"EN"	57	0
"SQUAMATA"	"ANGUIDAE"	"Mesaspis"	"monticola"		"LC"	57	2
"SQUAMATA"	"ANGUIDAE"	"Mesaspis"	"moreletii"	"Morelet's Alligator Lizard"	"LC"	57	3
"SQUAMATA"	"ANGUIDAE"	"Mesaspis"	"viridiflava"		"LC"	57	4
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"attenuatus"	"Slender Glass Lizard"	"LC"	58	2
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"ceroni"		"EN"	58	0
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"compressus"	"Island Glass Lizard"	"LC"	58	3
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"hainanensis"		"VU"	58	1
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"harti"	"Hart's Glass Lizard"	"LC"	58	4
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"mimicus"	"Mimic Glass Lizard"	"LC"	58	5
"SQUAMATA"	"ANGUIDAE"	"Ophisaurus"	"ventralis"	"Eastern Glass Lizard"	"LC"	58	6
"SQUAMATA"	"ANNIELLIDAE"	"Anniella"	"geronimensis"		"EN"	59	0
"SQUAMATA"	"ANNIELLIDAE"	"Anniella"	"pulchra"	"Black Legless Lizard"	"LC"	59	1
